Bug_ID,Bug_Summary,Bug_Description
HADOOP-14319,Under replicated blocks are not getting re-replicated,"Under replicated blocks are not getting re-replicated

In production Hadoop cluster of 5 Manangement + 5 Data Nodes, under replicated blocks are not re-replicated even after 2 days. 

Here is quick view of required configurations;

 Default replication factor:	3
 Average block replication:	3.0
 Corrupt blocks:		0
 Missing replicas:		0 (0.0 %)
 Number of data-nodes:		5
 Number of racks:		1

After bringing one of the DataNodes down, the replication factor for the blocks allocated on the Data Node became 2. It is observed that, even after 2 days the replication factor remains as 2. Under replicated blocks are not getting re-replicated to another DataNodes in the cluster. 

If a Data Node goes down, HDFS will try to replicate the blocks from Dead DN to other nodes and the priority. Are there any configuration changes to speed up the re-replication process for the under replicated blocks? 

When tested for blocks with replication factor 1, the re-replication happened to 2 overnight in around 10 hours of time. But blocks with 2 replication factor are not being re-replicated to default replication factor 3. "
HADOOP-14229,hadoop.security.auth_to_local example is incorrect in the documentation,"Let's see jhs as example:
{code}RULE:[2:$1@$0](jhs/.*@.*REALM.TLD)s/.*/mapred/{code}
That means principal has 2 components (jhs/myhost@REALM).
The second column converts this to jhs@REALM. So the regex will not match on this since regex expects / in the principal.

My suggestion is
{code}RULE:[2:$1](jhs)s/.*/mapred/{code}

https://hadoop.apache.org/docs/current/hadoop-project-dist/hadoop-common/SecureMode.html"
HADOOP-14179,Namenode - changing config without restart,"Hi there,

Is there a way to change the address of the secondary namenode in the configuration files of the primary namenode without having to restart the latter for the changes to have an effect? If one can avoid any downtime for the namenode for such a change, that would be great. 

Thanks"
HADOOP-14165,"Add S3Guard.dirListingUnion in S3AFileSystem#listFiles, listLocatedStatus",{{S3Guard::dirListingUnion}} merges information from backing store and DDB to create consistent view. This needs to be added in {{S3AFileSystem::listFiles}} and {{S3AFileSystem::listLocatedStatus}}
HADOOP-13959,S3guard: replace dynamo.describe() call in init with more efficient query,"HADOOP-13908 adds initialization when a table isn't created, using the {{describe()}} call.

AWS document this as inefficient, and throttle it. We should be able to get away with a simple table lookup as the probe"
HADOOP-13925,"S3Guard: NPE when table is already populated in dynamodb and user specifies ""fs.s3a.s3guard.ddb.table.create=false""","When table is present dynamodb store and already populated, it is possible that users can specify {{fs.s3a.s3guard.ddb.table.create=false}}.  In such cases, {{DynamoDBMetadataStore.get}} would end up throwing NPE as {{table}} object may not be initialized. "
HADOOP-13579,Fix source-level compatibility after HADOOP-11252,"Reported by [~chiwanpark]
bq. Since 2.7.3 release, Client.get/setPingInterval is changed from public to package-private.
bq. Giraph is one of broken examples for this changes. (https://github.com/apache/giraph/blob/release-1.0/giraph-core/src/main/java/org/apache/giraph/job/GiraphJob.java#L202)"
HADOOP-13494,ReconfigurableBase can log sensitive information,"ReconfigurableBase will log old and new configuration values, which may cause sensitive parameters (most notably cloud storage keys, though there may be other instances) to get included in the logs. 

Given the currently small list of reconfigurable properties, an argument could be made for simply not logging the property values at all, but this is not the only instance where potentially sensitive configuration gets written somewhere else in plaintext. I think a generic mechanism for redacting sensitive information for textual display will be useful to some of the web UIs too."
HADOOP-13451,S3Guard: Implement access policy using metadata store as source of truth.,"Implement an S3A access policy that provides strong consistency and improved performance by using the metadata store as the source of truth for metadata operations.  In many cases, this will allow S3A to short-circuit calls to S3.  Assuming shorter latency for calls to the metadata store compared to S3, we expect this will improve overall performance.  With this policy, a client may not be capable of reading data loaded into an S3 bucket by external tools that don't integrate with the metadata store.  Users need to be made aware of this limitation."
HADOOP-13450,S3Guard: Implement access policy providing strong consistency with S3 as source of truth.,"Implement an S3A access policy that provides strong consistency by cross-checking with the consistent metadata store, but still using S3 as the the source of truth.  This access policy will be well suited to users who want an improved consistency guarantee but also want the freedom to load data into the bucket using external tools that don't integrate with the metadata store."
HADOOP-13434,Add quoting to Shell class,"The Shell class makes assumptions that the parameters won't have spaces or other special characters, even when it invokes bash."
HADOOP-13424,namenode connect time out in cluster with 65 machiones,"Befor out cluster has 50 nodes ,it runs ok. Recently we add 15 node ,it always reports errors with connectint  timeout.Who can help me ,thanks."
HADOOP-13379,Hadoop: Failed to set permissions of path: \tmp\hadoop-User\mapred\staging\ while running testdriver from eclipse,"Hadoop: Failed to set permissions of path: \tmp\hadoop-User\mapred\staging\

I am trying to work through this tutorial about hadoop and eclipse: http://v-lad.org/Tutorials/Hadoop/. It went fine until the last step ""Running Hadoop Project"". Here, when I run the project in Eclipse, I get the error:

14/11/26 16:25:24 WARN util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
14/11/26 16:25:24 ERROR security.UserGroupInformation: PriviledgedActionException as:User cause:java.io.IOException: Failed to set permissions of path: \tmp\hadoop-User\mapred\staging\User660196934\.staging to 0700
java.io.IOException: Failed to set permissions of path: \tmp\hadoop-User\mapred\staging\User660196934\.staging to 0700
    at org.apache.hadoop.fs.FileUtil.checkReturnValue(FileUtil.java:691)
    at org.apache.hadoop.fs.FileUtil.setPermission(FileUtil.java:664)
    at org.apache.hadoop.fs.RawLocalFileSystem.setPermission(RawLocalFileSystem.java:514)
    at org.apache.hadoop.fs.RawLocalFileSystem.mkdirs(RawLocalFileSystem.java:349)
    at org.apache.hadoop.fs.FilterFileSystem.mkdirs(FilterFileSystem.java:193)
    at org.apache.hadoop.mapreduce.JobSubmissionFiles.getStagingDir(JobSubmissionFiles.java:126)
    at org.apache.hadoop.mapred.JobClient$2.run(JobClient.java:942)
    at org.apache.hadoop.mapred.JobClient$2.run(JobClient.java:936)
    at java.security.AccessController.doPrivileged(Native Method)
    at javax.security.auth.Subject.doAs(Unknown Source)
    at org.apache.hadoop.security.UserGroupInformation.doAs(UserGroupInformation.java:1190)
    at org.apache.hadoop.mapred.JobClient.submitJobInternal(JobClient.java:936)
    at org.apache.hadoop.mapred.JobClient.submitJob(JobClient.java:910)
    at org.apache.hadoop.mapred.JobClient.runJob(JobClient.java:1353)
    at TestDriver.main(TestDriver.java:41)
I had earlier this permission issue (taskTracker could not start because ""Failed to set permissions"" ), but I resolved it using this patch: https://github.com/congainc/patch-hadoop_7682-1.0.x-win. I don't understand why this doesn't work when running the project form Eclipse. How can I solve this issue?

Hadoop-version is 1.2.1


Core-Site.xml

<?xml version=""1.0""?>
<?xml-stylesheet type=""text/xsl"" href=""configuration.xsl""?>

<!-- Put site-specific property overrides in this file. -->

<configuration>
<property>
<name>fs.default.name</name>
<value>hdfs://localhost:50000</value>
</property>
 <property>
        <name>fs.file.impl</name>
        <value>com.conga.services.hadoop.patch.HADOOP_7682.WinLocalFileSystem</value>
        <description>Enables patch for issue HADOOP-7682 on Windows</description>
    </property>
<property>
<name>hadoop.tmp.dir</name>
 <value>/tmp/hadoop-${USER}/</value>
 <description>A base for other temporary directories.</description>
</property>
</configuration>
"
HADOOP-13370,"After creating HA, getting java.net.UnknownHostException","I have made my standalone cluster to a high available using quorum journal method. After that i am not able to access HDFS. Getting below error :

[hadoop@namenode hadoop]$ hdfs dfs -ls /
16/07/12 22:46:05 WARN util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
-ls: java.net.UnknownHostException: myhahdpcluster
Usage: hadoop fs [generic options] -ls [-d] [-h] [-R] [<path> ...]
[hadoop@namenode hadoop]$


All the other HA components are working fine. Can you please let me know if i am missing anything."
HADOOP-13362,DefaultMetricsSystem leaks the source name when a source unregisters,"Ran across a nodemanager that was spending most of its time in GC.  Upon examination of the heap most of the memory was going to the map of names in org.apache.hadoop.metrics2.lib.UniqueNames.  In this case the map had almost 2 million entries.  Looking at a few of the map showed entries like ""ContainerResource_container_e01_1459548490386_8560138_01_002020"", ""ContainerResource_container_e01_1459548490386_2378745_01_000410"", etc.

Looks like the ContainerMetrics for each container will cause a unique name to be registered with UniqueNames and the name will never be unregistered."
HADOOP-13350,Additional fix to LICENSE and NOTICE,Fix up LICENSE and NOTICE after HADOOP-12893.
HADOOP-13312,Update CHANGES.txt to reflect all the changes in branch-2.7,"When committing to branch-2.7, we need to edit CHANGES.txt. However, there are some commits to branch-2.7 without editing CHANGES.txt. We need to update the change log."
HADOOP-13298,Fix the leftover L&N files in hadoop-build-tools/src/main/resources/META-INF/,"After HADOOP-12893, an extra copy of LICENSE.txt and NOTICE.txt exists in {{hadoop-build-tools/src/main/resources/META-INF/}} after build. We should remove it and do it the maven way.

Details in https://mail-archives.apache.org/mod_mbox/hadoop-common-dev/201606.mbox/%3CCAFS=Wjwx8nMqj6FZXUzZBWRAEoGgfr+_YWL_mkFp4LNuxpggMA@mail.gmail.com%3E

Thanks [~stevel@apache.org] for raising the issue and [~busbey] for offering the help!"
HADOOP-13297,Add missing dependency in setting maven-remote-resource-plugin to fix builds,"After HADOOP-12893, we are seeing {{mvn install -DskipTests}} failing in branch-2.7, branch-2.7.3, and branch-2.6. This failure is caused by the followings
* hadoop-project module depends on hadoop-build-tools module, but hadoop-project module does not declare hadoop-build-tools as its submodule. Therefore, hadoop-build-tools is not built before building hadoop-project.
* hadoop-build-tools pom and jar are not uploaded to the snapshot repository (https://repository.apache.org/content/repositories/snapshots/org/apache/hadoop/hadoop-build-tools/)

The build failure occurs if the *both* of the above conditions are satisfied."
HADOOP-13290,Appropriate use of generics in FairCallQueue,"# {{BlockingQueue}} is intermittently used with and without generic parameters in {{FairCallQueue}} class. Should be parameterized.
# Same for {{FairCallQueue}}. Should be parameterized. Could be a bit more tricky for that one."
HADOOP-13270,"BZip2CompressionInputStream finds the same compression marker twice in corner case, causing duplicate data blocks","Unit test TestTextInputFormat.testSplitableCodecs() failed when the seed is  1313094493.

Stacktrace
java.lang.AssertionError: Key in multiple partitions.
at org.junit.Assert.fail(Assert.java:88)
at org.junit.Assert.assertTrue(Assert.java:41)
at org.junit.Assert.assertFalse(Assert.java:64)
at org.apache.hadoop.mapred.TestTextInputFormat.testSplitableCodecs(TestTextInputFormat.java:223)
"
HADOOP-13255,KMSClientProvider should check and renew tgt when doing delegation token operations.,
HADOOP-13192,org.apache.hadoop.util.LineReader cannot handle multibyte delimiters correctly,"org.apache.hadoop.util.LineReader.readCustomLine()  has a bug,
when line is   aaaabccc, recordDelimiter is aaab, the result should be a,ccc,
show the code on line 310:
      for (; bufferPosn < bufferLength; ++bufferPosn) {
        if (buffer[bufferPosn] == recordDelimiterBytes[delPosn]) {
          delPosn++;
          if (delPosn >= recordDelimiterBytes.length) {
            bufferPosn++;
            break;
          }
        } else if (delPosn != 0) {
          bufferPosn--;
          delPosn = 0;
        }
      }

shoud be :
      for (; bufferPosn < bufferLength; ++bufferPosn) {
        if (buffer[bufferPosn] == recordDelimiterBytes[delPosn]) {
          delPosn++;
          if (delPosn >= recordDelimiterBytes.length) {
            bufferPosn++;
            break;
          }
        } else if (delPosn != 0) {
         // ------------- change here ------------- start ----

          bufferPosn -= delPosn;
         // ------------- change here ------------- end ----
  
          delPosn = 0;
        }
      }
"
HADOOP-13189,FairCallQueue makes callQueue larger than the configured capacity.,"{{FairCallQueue}} divides {{callQueue}} into multiple (4 by default) sub-queues, with each sub-queue corresponding to a different level of priority. The constructor for {{FairCallQueue}} takes the same parameter {{capacity}} as the default CallQueue implementation, and allocates all its sub-queues of size {{capacity}}. With 4 levels of priority (sub-queues) by default it results in the total callQueue size 4 times larger than it should be based on the configuration.
{{capacity}} should be divided by the number of sub-queues at some place."
HADOOP-13154,S3AFileSystem printAmazonServiceException/printAmazonClientException appear copy & paste of AWS examples,"The logging code in {{S3AFileSystem.printAmazonServiceException()}} and {{printAmazonClientException}} appear to be paste + edits of the example code in  the amazon SDK, such as [http://docs.aws.amazon.com/AmazonS3/latest/dev/ListingObjectKeysUsingJava.html]]

Either we review the license to validate it, and add credits to the code if compatible, or we rework. HADOOP-13130 would be the place to do that, as it is changing exception handling anyway.

tagging as blocker as it is license related"
HADOOP-13103,Group resolution from LDAP may fail on javax.naming.ServiceUnavailableException,"According to the [javadoc|https://docs.oracle.com/javase/7/docs/api/javax/naming/ServiceUnavailableException.html], ServiceUnavailableException is thrown when attempting to communicate with a directory or naming service and that service is not available. It might be unavailable for different reasons. For example, the server might be too busy to service the request, or the server might not be registered to service any requests, etc.

We should retry on it."
HADOOP-13084,Fix ASF License warnings in branch-2.7,"Please have a look following PreCommit build on branch-2.7.

https://builds.apache.org/job/PreCommit-HDFS-Build/15036/artifact/patchprocess/patch-asflicense-problems.txt"
HADOOP-13052,ChecksumFileSystem mishandles crc file permissions,"CheckFileSystem does not override permission related calls to apply those operations to the hidden crc files.  Clients may be unable to read the crcs if the file is created with strict permissions and then relaxed.

The checksum fs is designed to work with or w/o crcs present, so it silently ignores FNF exceptions.  The java file stream apis unfortunately may only throw FNF, so permission denied becomes FNF resulting in this bug going silently unnoticed.

(Problem discovered via public localizer.  Files are downloaded as user-readonly and then relaxed to all-read.  The crc remains user-readonly)"
HADOOP-13043,Add LICENSE.txt entries for bundled javascript dependencies,None of our bundled javascript dependencies are mentioned in LICENSE.txt. Let's fix that.
HADOOP-13042,Restore lost leveldbjni LICENSE and NOTICE changes,"As noted on HADOOP-12893, we lost the leveldbjni related NOTICE and LICENSE updates done in YARN-1704 when HADOOP-10956 was committed. Let's restore them."
HADOOP-13039,Add documentation for configuration property ipc.maximum.data.length for controlling maximum RPC message size.,"The RPC server enforces a maximum length on incoming messages.  Messages larger than the maximum are rejected immediately.  The maximum length can be tuned by setting configuration property {{ipc.maximum.data.length}}, but this is not documented in core-site.xml."
HADOOP-12989,Some tests in org.apache.hadoop.fs.shell.find occasionally time out,"An example:
{noformat}
java.lang.Exception: test timed out after 1000 milliseconds
	at java.lang.ClassLoader$NativeLibrary.load(Native Method)
	at java.lang.ClassLoader.loadLibrary1(ClassLoader.java:1965)
	at java.lang.ClassLoader.loadLibrary0(ClassLoader.java:1890)
	at java.lang.ClassLoader.loadLibrary(ClassLoader.java:1872)
	at java.lang.Runtime.loadLibrary0(Runtime.java:849)
	at java.lang.System.loadLibrary(System.java:1088)
	at sun.security.action.LoadLibraryAction.run(LoadLibraryAction.java:67)
	at sun.security.action.LoadLibraryAction.run(LoadLibraryAction.java:47)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.net.NetworkInterface.<clinit>(NetworkInterface.java:56)
	at org.apache.htrace.core.TracerId.getBestIpString(TracerId.java:179)
	at org.apache.htrace.core.TracerId.processShellVar(TracerId.java:145)
	at org.apache.htrace.core.TracerId.<init>(TracerId.java:116)
	at org.apache.htrace.core.Tracer$Builder.build(Tracer.java:159)
	at org.apache.hadoop.fs.FsTracer.get(FsTracer.java:42)
	at org.apache.hadoop.fs.FileSystem.createFileSystem(FileSystem.java:2794)
	at org.apache.hadoop.fs.FileSystem.access$200(FileSystem.java:99)
	at org.apache.hadoop.fs.FileSystem$Cache.getInternal(FileSystem.java:2837)
	at org.apache.hadoop.fs.FileSystem$Cache.get(FileSystem.java:2819)
	at org.apache.hadoop.fs.FileSystem.get(FileSystem.java:381)
	at org.apache.hadoop.fs.FileSystem.get(FileSystem.java:180)
	at org.apache.hadoop.fs.FileSystem.get(FileSystem.java:365)
	at org.apache.hadoop.fs.shell.PathData.<init>(PathData.java:81)
	at org.apache.hadoop.fs.shell.find.TestName.applyGlob(TestName.java:74)
{noformat}"
HADOOP-12958,PhantomReference for filesystem statistics can trigger OOM,I saw an OOM that appears to have been caused by the phantom references introduced for file system statistics management.  I'll post details in a followup comment.
HADOOP-12902,JavaDocs for SignerSecretProvider are out-of-date in AuthenticationFilter,"The Javadocs in {{AuthenticationFilter}} say:
{noformat}
 * Out of the box it provides 3 signer secret provider implementations:
 * ""string"", ""random"", and ""zookeeper""
{noformat}
However, the ""string"" implementation is no longer available because HADOOP-11748 moved it to be a test-only artifact.  This also doesn't mention anything about the file-backed secret provider ({{FileSignerSecretProvider}})."
HADOOP-12893,Verify LICENSE.txt and NOTICE.txt,We have many bundled dependencies in both the source and the binary artifacts that are not in LICENSE.txt and NOTICE.txt.
HADOOP-12872,Fix formatting in ServiceLevelAuth.md,"{noformat} `security.client.protocol.hosts>> will be <<<security.client.protocol.hosts.blocked`
{noformat} should be
{noformat} `security.client.protocol.hosts` will be `security.client.protocol.hosts.blocked`.
{noformat}"
HADOOP-12871,Fix dead link to NativeLibraries.html in CommandsManual.md,"{noformat:title=CommandsManual.md}
This command checks the availability of the Hadoop native code. See [\#NativeLibraries.html](#NativeLibraries.html) for more information. By default, this command only checks the availability of libhadoop.
{noformat}
The link should be fixed to {{\[Native Libaries\](./NativeLibraries.html)}}."
HADOOP-12870,Fix typo admininistration in CommandsManual.md,"{noformat:title=CommandsManual.md}
All of these commands are executed from the `hadoop` shell command. They have been broken up into [User Commands](#User_Commands) and [Admininistration Commands](#Admininistration_Commands).
{noformat}
""Admininistration"" should be ""Administration""."
HADOOP-12810,FileSystem#listLocatedStatus causes unnecessary RPC calls,"{{FileSystem#listLocatedStatus}} lists the files in a directory and then calls {{getFileBlockLocations(stat.getPath(), ...)}} for each instead of {{getFileBlockLocations(stat, ...)}}. That function with the path arg just calls {{getFileStatus}} to get another file status from the path and calls the file status version, so this ends up calling {{getFileStatus}} unnecessarily.

This is particularly bad for S3, where {{getFileStatus}} is expensive. Avoiding the extra call improved input split calculation time for a data set in S3 by ~20x: from 10 minutes to 25 seconds."
HADOOP-12805,Annotate CanUnbuffer with @InterfaceAudience.Public,"See comments toward the tail of HBASE-9393.

The change in HBASE-9393 adds dependency on CanUnbuffer interface which is currently marked @InterfaceAudience.Private

To facilitate downstream projects such as HBase in using this interface, CanUnbuffer interface should be annotated @LimitedPrivate(\{""HBase"", ""HDFS""\})."
HADOOP-12800,Copy docker directory from 2.8 to 2.7/2.6 repos to enable pre-commit Jenkins runs,
HADOOP-12794,Support additional compression levels for GzipCodec,"gzip supports compression levels 1-9. Compression level 4 seems to give best compression per CPU time in some of our tests. Right now ZlibCompressor that is used by GzipCodec only supports levels 1,9 and six (default). 

Adding all the compression levels that are supported by native ZlibCompressor
can provide more options to tweak compression levels. "
HADOOP-12792,TestUserGroupInformation#testGetServerSideGroups fails in chroot,Bug fixed by [HADOOP-7811] broken by [HADOOP-8562]. Need to re-introduce the fix. 
HADOOP-12789,log classpath of ApplicationClassLoader at INFO level,Currently {{ApplicationClassLoader}} does not log the classpath at the INFO level although the system classes are logged at that level. Knowing exactly what classpath {{ApplicationClassLoader}} has is a critical piece of information for troubleshooting. We should log it at the INFO level.
HADOOP-12786,"""hadoop key"" command usage is not documented","I found ""hadoop key"" command usage is not documented when reviewing HDFS-9784.
In addition, we should document that uppercase is not allowed for key name."
HADOOP-12773,HBase classes fail to load with client/job classloader enabled,"Currently if a user uses HBase and enables the client/job classloader, the job fails to load HBase classes. For example,

{noformat}
java.lang.NoClassDefFoundError: Lorg/apache/hadoop/hbase/client/HBaseAdmin;
	at java.lang.Class.getDeclaredFields0(Native Method)
	at java.lang.Class.privateGetDeclaredFields(Class.java:2509)
	at java.lang.Class.getDeclaredField(Class.java:1959)
	at java.io.ObjectStreamClass.getDeclaredSUID(ObjectStreamClass.java:1703)
	at java.io.ObjectStreamClass.access$700(ObjectStreamClass.java:72)
	at java.io.ObjectStreamClass$2.run(ObjectStreamClass.java:484)
	at java.io.ObjectStreamClass$2.run(ObjectStreamClass.java:472)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.io.ObjectStreamClass.<init>(ObjectStreamClass.java:472)
	at java.io.ObjectStreamClass.lookup(ObjectStreamClass.java:369)
{noformat}

It is because the HBase classes (org.apache.hadoop.hbase.\*) meet the system classes criteria which are supposed to be loaded strictly from the base classloader. But hadoop does not provide HBase as a dependency.

We should exclude the HBase classes from the system classes until/unless HBase is provided by a future version of hadoop."
HADOOP-12772,NetworkTopologyWithNodeGroup.getNodeGroup() can loop infinitely for invalid 'loc' values,"Although the DatanodInfo/DataNodeDescriptor object tends to have a non-null, non-empty value for its network location, the getNodeGroup method does not handle the case if an empty or a null value is passed and can go on recursively causing StackOverflowError. This is an improvement to check for such a state and error out if the value is null and set the location to ROOT or empty string and if the original location is empty. "
